Price,Close,High,Low,Open,Volume
Ticker,BRK-B,BRK-B,BRK-B,BRK-B,BRK-B
Date,,,,,
2024-01-02,362.4599914550781,362.57000732421875,355.94000244140625,356.32000732421875,4737000
2024-01-03,366.75,367.8500061035156,361.07000732421875,362.0799865722656,4321800
2024-01-04,363.67999267578125,369.3699951171875,363.4100036621094,367.4100036621094,4142800
2024-01-05,365.5899963378906,366.29998779296875,364.19000244140625,364.8299865722656,2965200
2024-01-08,368.17999267578125,368.29998779296875,364.20001220703125,366.010009765625,3445700
2024-01-09,366.8999938964844,368.0,364.7699890136719,368.0,2998800
2024-01-10,367.9200134277344,368.8299865722656,365.75,366.260009765625,2448100
2024-01-11,363.3399963378906,367.8900146484375,362.1300048828125,367.80999755859375,3577800
2024-01-12,363.6199951171875,366.8500061035156,362.57000732421875,366.510009765625,2623100
2024-01-16,361.1000061035156,363.6000061035156,359.8900146484375,362.94000244140625,3046500
2024-01-17,359.2900085449219,362.5299987792969,357.9800109863281,359.010009765625,2550300
2024-01-18,362.3800048828125,362.6400146484375,358.29998779296875,359.25,3007800
2024-01-19,366.989990234375,368.30999755859375,361.0199890136719,362.25,4063700
2024-01-22,368.05999755859375,369.2699890136719,366.5299987792969,368.04998779296875,3552500
2024-01-23,372.1400146484375,372.4200134277344,367.7099914550781,368.0199890136719,2896300
2024-01-24,376.5899963378906,377.7900085449219,372.0299987792969,372.5299987792969,4589300
2024-01-25,380.8500061035156,380.989990234375,377.8900146484375,379.239990234375,4055800
2024-01-26,385.3999938964844,385.7300109863281,380.0,381.04998779296875,3621400
2024-01-29,383.17999267578125,385.70001220703125,379.1700134277344,385.489990234375,3797400
2024-01-30,387.1499938964844,387.6400146484375,380.0799865722656,383.239990234375,3090900
2024-01-31,383.739990234375,387.9200134277344,383.54998779296875,386.5299987792969,3856400
2024-02-01,386.44000244140625,386.54998779296875,381.4800109863281,384.0,2947100
2024-02-02,390.75,392.07000732421875,386.44000244140625,386.67999267578125,3806800
2024-02-05,390.760009765625,393.3699951171875,389.2900085449219,389.95001220703125,3651900
2024-02-06,393.739990234375,393.92999267578125,390.0,390.2900085449219,2573400
2024-02-07,397.6600036621094,399.1499938964844,394.3599853515625,394.6000061035156,3426800
2024-02-08,397.489990234375,398.6499938964844,394.8500061035156,397.2200012207031,3357700
2024-02-09,398.3599853515625,398.3599853515625,395.82000732421875,397.30999755859375,2509800
2024-02-12,397.7099914550781,399.4800109863281,396.19000244140625,398.6499938964844,2817900
2024-02-13,394.79998779296875,399.7099914550781,392.1000061035156,397.17999267578125,3458500
2024-02-14,398.67999267578125,398.8599853515625,393.54998779296875,395.1499938964844,2669200
2024-02-15,403.45001220703125,404.2699890136719,398.29998779296875,399.1400146484375,3076000
2024-02-16,405.989990234375,406.739990234375,402.5899963378906,404.44000244140625,3532200
2024-02-20,407.1499938964844,411.1099853515625,406.05999755859375,406.4700012207031,3530700
2024-02-21,409.25,409.4800109863281,406.70001220703125,408.260009765625,2717600
2024-02-22,415.1600036621094,416.260009765625,411.0,411.29998779296875,3687600
2024-02-23,417.2200012207031,420.55999755859375,416.5199890136719,417.67999267578125,4015600
2024-02-26,409.1400146484375,430.0,408.8500061035156,422.0,7432300
2024-02-27,408.9100036621094,409.9599914550781,401.7099914550781,409.2099914550781,4609100
2024-02-28,412.1400146484375,414.6700134277344,407.7099914550781,408.5,4067400
2024-02-29,409.3999938964844,413.7900085449219,408.3800048828125,413.1000061035156,4845200
2024-03-01,407.1099853515625,410.3900146484375,405.45001220703125,409.4800109863281,3282100
2024-03-04,403.3900146484375,405.95001220703125,401.42999267578125,405.0,4179400
2024-03-05,400.739990234375,403.3299865722656,398.7799987792969,402.54998779296875,4711700
2024-03-06,403.9599914550781,407.44000244140625,401.70001220703125,402.17999267578125,3839100
2024-03-07,402.3900146484375,406.3999938964844,399.57000732421875,406.1099853515625,4181300
2024-03-08,403.1499938964844,403.3599853515625,400.010009765625,401.0799865722656,3410600
2024-03-11,404.760009765625,405.010009765625,402.739990234375,403.29998779296875,2431700
2024-03-12,404.9800109863281,407.20001220703125,404.1000061035156,406.7799987792969,2616700
2024-03-13,408.1300048828125,409.0,404.1499938964844,405.29998779296875,3584600
2024-03-14,406.7300109863281,409.0799865722656,403.3399963378906,409.0799865722656,3734700
2024-03-15,408.1300048828125,408.4599914550781,402.5,404.2699890136719,7548800
2024-03-18,408.4100036621094,410.6000061035156,406.0,408.70001220703125,3775700
2024-03-19,411.760009765625,412.19000244140625,408.0899963378906,409.0799865722656,2795800
2024-03-20,416.1099853515625,416.30999755859375,411.54998779296875,412.0199890136719,2932900
2024-03-21,413.7799987792969,417.8299865722656,413.510009765625,416.70001220703125,3401600
2024-03-22,411.6000061035156,414.3500061035156,411.3999938964844,413.0,2999600
2024-03-25,409.9200134277344,411.07000732421875,408.9200134277344,410.6700134277344,2804200
2024-03-26,411.57000732421875,412.6600036621094,408.6000061035156,410.0,2935100
